line,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,raw_address,is_exact_address_hidden,street_name,street_number,floor,is_floor_under,neighborhood_id,operation,rent_price,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
15426,6316,"Piso en venta en avenida de Alfonso XIII, 152","Nueva España, Madrid",85.0,,3,2.0,,"Avenida de Alfonso XIII, 152",False,Avenida de Alfonso XIII,152,Entreplanta exterior,True,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1320,349000,4106,True,HouseType 1: Pisos,False,False,1967.0,True,False,False,True,True,True,False,False,False,False,False,True,False,en trámite,False,,,,,,
15430,6312,"Piso en venta en calle Serrano, Madrid","Bernabéu-Hispanoamérica, Madrid",151.0,,3,2.0,,"Calle Serrano, Madrid",True,"Calle Serrano, Madrid",,6,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,2495,1020000,6755,True,HouseType 1: Pisos,False,False,1987.0,False,True,True,True,True,False,False,False,True,False,True,False,False,E,True,True,0.0,,,,
15431,6311,Piso en venta en calle Profesor Waksman,"Bernabéu-Hispanoamérica, Madrid",210.0,171.0,5,3.0,,Calle Profesor Waksman,True,Calle Profesor Waksman,,3,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,2514,950000,4524,True,HouseType 1: Pisos,True,False,1961.0,True,False,False,True,True,True,False,False,False,True,True,False,False,en trámite,False,,,False,False,False,True
15432,6310,"Piso en venta en calle de Marcenado, Madrid","Ciudad Jardín, Madrid",133.0,122.0,3,2.0,,"Calle de Marcenado, Madrid",True,"Calle de Marcenado, Madrid",,2,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1576,460000,3459,True,HouseType 1: Pisos,True,False,1966.0,True,False,False,True,True,True,False,False,True,False,False,False,False,en trámite,False,,,False,True,False,False
15433,6309,"Piso en venta en Urb. Castellana - Viso, El Viso","Chamartín, Madrid",374.0,,5,4.0,,Urb. Castellana - Viso,True,Urb. Castellana - Viso,,3,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-101863,2490000,6658,True,HouseType 1: Pisos,True,False,1965.0,True,False,True,True,True,True,False,False,True,False,True,False,False,en trámite,True,True,0.0,False,False,True,False
15447,6295,"Piso en venta en paseo de la habana, 15","El Viso, Madrid",260.0,,5,4.0,,"Paseo de la habana, 15",False,Paseo de la habana,15,7,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-2214,1495000,5750,True,HouseType 1: Pisos,False,False,,,,False,True,True,True,False,False,False,False,True,False,False,en trámite,False,,,False,False,True,True
15448,6294,"Piso en venta en calle Corazón de María, 6","Prosperidad, Madrid",94.0,,2,2.0,,"Calle Corazn de Maria, 6",False,Calle Corazn de Maria,6,3,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1816,565000,6011,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,False,False,False,False,False,False,no indicado,False,,,,,,
15464,6278,"Piso en venta en calle Apolonio Morales, 15","Nueva España, Madrid",397.0,250.0,4,4.0,,"Calle Apolonio Morales, 15",False,Calle Apolonio Morales,15,6,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-141570,2650000,6675,True,HouseType 1: Pisos,False,,1968.0,True,False,True,True,True,True,False,True,True,False,True,False,True,en trámite,True,True,0.0,True,False,True,False
15466,6276,"Piso en venta en avenida de América, Madrid","Prosperidad, Madrid",236.0,,4,3.0,,"Avenida de Amrica, Madrid",True,"Avenida de Amrica, Madrid",,3,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,2369,820000,3475,True,HouseType 1: Pisos,True,False,,,,False,False,True,True,False,True,True,False,True,False,False,en trámite,True,True,0.0,False,True,True,False
15468,6274,"Estudio en venta en calle de Luis de Salazar, 4","Prosperidad, Madrid",239.0,226.0,0,2.0,,"Calle de Luis de Salazar, 4",False,Calle de Luis de Salazar,4,Bajo,True,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1885,595000,2490,True,,False,False,1975.0,True,False,True,False,True,True,False,False,False,False,False,False,False,en trámite,False,,,False,False,False,True
15478,6264,"Piso en venta en calle de Matilde Diez, 5","Ciudad Jardín, Madrid",90.0,85.0,2,2.0,,"Calle de Matilde Diez, 5",False,Calle de Matilde Diez,5,2,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1598,470000,5222,True,HouseType 1: Pisos,False,False,1918.0,False,True,True,True,True,True,False,False,False,False,True,False,False,en trámite,True,True,0.0,False,False,True,False
15479,6263,Piso en venta en calle Marceliano Santa Maria,"El Viso, Madrid",120.0,110.0,3,1.0,,Calle Marceliano Santa Maria,True,Calle Marceliano Santa Maria,,6,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2234,750000,6250,True,HouseType 1: Pisos,False,False,1960.0,True,False,True,True,True,False,False,False,False,False,False,True,False,C,False,,,True,True,True,True
15480,6262,Piso en venta en calle del Padre Claret,"Prosperidad, Madrid",142.0,,3,2.0,,Calle del Padre Claret,True,Calle del Padre Claret,,5,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1892,598000,4211,True,HouseType 1: Pisos,True,False,1981.0,True,False,True,True,True,True,False,True,True,True,False,True,True,F,True,True,0.0,False,True,False,False
15481,6261,Piso en venta en Francisco Silvela,"El Viso, Madrid",216.0,,4,3.0,,Francisco Silvela,True,Francisco Silvela,,6,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2017,1180000,5463,True,HouseType 1: Pisos,True,False,,True,False,True,True,True,True,False,False,True,False,True,True,False,E,True,True,0.0,,,,
15486,6256,"Piso en venta en calle del Corazón de María, 2","Prosperidad, Madrid",442.0,,5,5.0,,"Calle del Corazn de Maria, 2",False,Calle del Corazn de Maria,2,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,2165,1150000,2602,True,HouseType 1: Pisos,True,False,1968.0,True,False,False,True,True,True,False,True,True,False,True,False,False,E,True,True,0.0,,,,
15487,6255,Piso en venta en calle del General Zabala,"Ciudad Jardín, Madrid",175.0,131.0,4,3.0,,Calle del General Zabala,True,Calle del General Zabala,,3,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,2315,790000,4514,True,HouseType 1: Pisos,False,,1979.0,True,False,False,True,True,True,False,False,True,False,True,True,False,en trámite,True,True,0.0,True,True,True,False
15507,6235,Piso en venta en paseo de la Castellana,"Castilla, Madrid",162.0,140.0,4,2.0,,Paseo de la Castellana,True,Paseo de la Castellana,,4,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2012,650000,4012,True,HouseType 1: Pisos,True,False,1960.0,True,False,False,True,True,True,False,False,False,False,False,False,False,G,False,,,False,True,False,False
15511,6231,Piso en venta en calle de Vinaroz,"Ciudad Jardín, Madrid",78.0,70.0,2,1.0,,Calle de Vinaroz,True,Calle de Vinaroz,,1,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1094,260000,3333,True,HouseType 1: Pisos,False,,,False,True,False,False,True,,False,False,False,False,False,False,False,no indicado,False,,,,,,
15512,6230,Piso en venta en calle de Santa Hortensia,"Prosperidad, Madrid",98.0,84.0,2,2.0,,Calle de Santa Hortensia,True,Calle de Santa Hortensia,,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1530,440000,4490,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,False,False,False,False,False,False,en trámite,True,True,0.0,False,True,False,True
15513,6229,Piso en venta en calle Nieremberg,"Ciudad Jardín, Madrid",85.0,,3,1.0,,Calle Nieremberg,True,Calle Nieremberg,,2,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1197,299000,3518,True,HouseType 1: Pisos,False,False,,True,False,False,True,True,False,False,False,False,False,True,True,False,en trámite,True,False,22000.0,False,True,False,False
15514,6228,"Piso en venta en calle del Príncipe de Vergara, 258","Bernabéu-Hispanoamérica, Madrid",86.0,81.0,3,1.0,,"Calle del Principe de Vergara, 258",False,Calle del Principe de Vergara,258,3,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1825,569000,6616,True,HouseType 1: Pisos,False,False,1952.0,,,True,True,True,True,False,False,False,False,False,False,False,C,False,,,False,True,False,False
15515,6227,"Piso en venta en calle Núñez Morgado, 4","Castilla, Madrid",126.0,109.0,4,2.0,,"Calle Nez Morgado, 4",False,Calle Nez Morgado,4,1,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1519,435000,3452,True,HouseType 1: Pisos,False,False,1976.0,,,False,True,True,True,False,False,False,False,False,False,False,E,False,,,False,False,True,False
15516,6226,"Piso en venta en avenida de Burgos, 46","Castilla, Madrid",150.0,129.0,3,2.0,,"Avenida de Burgos, 46",False,Avenida de Burgos,46,1,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1955,625000,4167,True,HouseType 1: Pisos,False,False,1987.0,,,True,True,True,True,False,False,False,False,False,False,False,E,True,True,0.0,False,True,False,False
15517,6225,"Dúplex en venta en calle Francisco Goya, 11","Nueva España, Madrid",300.0,230.0,6,4.0,,"Calle Francisco Goya, 11",False,Calle Francisco Goya,11,3,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-221,1395000,4650,True,HouseType 4: Dúplex,False,False,1985.0,,,True,True,True,True,False,False,True,False,True,False,False,E,True,True,0.0,False,False,True,False
15519,6223,Piso en venta en calle del Torpedero Tucumán,"Nueva España, Madrid",188.0,,2,2.0,,Calle del Torpedero Tucumn,True,Calle del Torpedero Tucumn,,3,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1618,1240000,6596,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,True,True,False,True,False,True,F,True,True,0.0,,,,
15520,6222,"Piso en venta en serrano, 209","Bernabéu-Hispanoamérica, Madrid",260.0,,6,4.0,,"serrano, 209",False,serrano,209,2,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,452,1350000,5192,True,HouseType 1: Pisos,False,False,,True,False,False,False,True,True,False,False,False,False,True,False,False,no indicado,False,,,False,False,True,False
15521,6221,Piso en venta en calle Francisco Vivancos,"Prosperidad, Madrid",66.0,52.0,2,1.0,,Calle Francisco Vivancos,True,Calle Francisco Vivancos,,2,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1161,285000,4318,True,HouseType 1: Pisos,False,False,1970.0,False,True,True,True,False,True,False,False,True,True,False,False,False,en trámite,False,,,True,False,True,False
15522,6220,Piso en venta en calle Agustín de Rojas,"Ciudad Jardín, Madrid",66.0,,1,1.0,,Calle Agustin de Rojas,True,Calle Agustin de Rojas,,Bajo,True,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1006,229000,3470,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,True,False,en trámite,False,,,,,,
15523,6219,"Estudio en venta en calle de Felipe Campos, 10","El Viso, Madrid",39.0,,0,1.0,,"Calle de Felipe Campos, 10",False,Calle de Felipe Campos,10,4,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1057,246500,6321,True,,False,False,2010.0,False,True,True,True,True,True,False,True,False,False,False,False,False,E,True,False,33000.0,False,True,True,False
15526,6216,Piso en venta en avenida Burgos,"Castilla, Madrid",107.0,85.0,3,2.0,,Avenida Burgos,True,Avenida Burgos,,1,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1262,325000,3037,True,HouseType 1: Pisos,False,False,,False,True,False,True,True,True,False,False,False,False,False,False,False,B,True,True,0.0,False,True,False,False
15528,6214,Piso en venta en calle de Canillas,"Prosperidad, Madrid",77.0,69.0,3,1.0,,Calle de Canillas,True,Calle de Canillas,,4,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1275,330000,4286,True,HouseType 1: Pisos,False,False,1963.0,,,False,False,False,True,False,False,True,False,False,False,False,en trámite,False,,,,,,
15530,6212,Piso en venta en calle de Canillas,"Prosperidad, Madrid",74.0,61.0,3,1.0,,Calle de Canillas,True,Calle de Canillas,,3,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1275,330000,4459,True,HouseType 1: Pisos,False,False,1950.0,False,True,True,True,True,True,False,False,False,False,False,False,False,E,False,,,,,,
15531,6211,Piso en venta en paseo de la Castellana,"Castilla, Madrid",163.0,140.0,4,2.0,,Paseo de la Castellana,True,Paseo de la Castellana,,4,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2012,650000,3988,True,HouseType 1: Pisos,True,False,1960.0,,,False,True,True,True,False,False,False,False,True,False,True,en trámite,True,True,0.0,False,True,False,False
15532,6210,Piso en venta en calle de Chile,"Bernabéu-Hispanoamérica, Madrid",46.0,43.0,1,1.0,,Calle de Chile,True,Calle de Chile,,6,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1094,260000,5652,True,HouseType 1: Pisos,True,False,1968.0,False,True,False,True,True,True,False,False,False,False,False,False,False,no indicado,False,,,False,True,False,False
15533,6209,"Piso en venta en calle de Canillas, 68","Prosperidad, Madrid",97.0,91.0,3,2.0,,"Calle de Canillas, 68",False,Calle de Canillas,68,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1225,310000,3196,True,HouseType 1: Pisos,False,False,1975.0,,,False,False,True,True,False,False,False,True,False,False,False,D,False,,,False,False,True,False
15535,6207,"Piso en venta en calle Clara del Rey, 75","Prosperidad, Madrid",122.0,,3,2.0,,"Calle Clara del Rey, 75",False,Calle Clara del Rey,75,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1598,470000,3852,True,HouseType 1: Pisos,False,False,1970.0,True,False,True,True,True,True,False,False,True,False,False,True,False,G,False,,,False,True,True,True
15537,6205,"Piso en venta en calle Javier Ferrero, 1","Ciudad Jardín, Madrid",44.0,,1,1.0,,"Calle Javier Ferrero, 1",False,Calle Javier Ferrero,1,1,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1291,336900,7657,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,False,False,False,False,False,en trámite,False,,,,,,
15540,6202,"Piso en venta en Urb. Francisco Suarez, Nueva España","Chamartín, Madrid",112.0,,1,1.0,,Urb. Francisco Suarez,True,Urb. Francisco Suarez,,3,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,2234,750000,6696,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,True,True,False,True,True,False,E,True,True,0.0,,,,
15542,6200,Piso en venta en avenida de Alberto de Alcocer,"Bernabéu-Hispanoamérica, Madrid",153.0,135.0,4,2.0,,Avenida de Alberto de Alcocer,True,Avenida de Alberto de Alcocer,,1,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,2012,650000,4248,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,False,True,False,False,False,False,en trámite,False,,,,,,
15543,6199,Estudio en venta en paseo de la Habana,"El Viso, Madrid",59.0,,0,1.0,,Paseo de la Habana,True,Paseo de la Habana,,7,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1379,374000,6339,True,,False,False,,False,True,True,True,True,True,False,False,False,True,False,False,False,en trámite,False,,,False,True,False,False
15544,6198,"Piso en venta en Calle Nieremberg, 14","Ciudad Jardín, Madrid",127.0,111.0,3,2.0,,"Calle Nieremberg, 14",False,Calle Nieremberg,14,,,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,2326,796000,6268,True,HouseType 1: Pisos,False,True,,,,False,False,True,,False,True,True,False,True,False,True,B,False,,,,,,
15545,6197,"Piso en venta en Calle Nieremberg, 14","Ciudad Jardín, Madrid",63.0,53.0,1,1.0,,"Calle Nieremberg, 14",False,Calle Nieremberg,14,,,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1564,455000,7222,True,HouseType 1: Pisos,False,True,,,,False,False,True,,False,True,True,False,True,False,True,B,False,,,,,,
15546,6196,"Piso en venta en Calle Nieremberg, 14","Ciudad Jardín, Madrid",63.0,53.0,1,1.0,,"Calle Nieremberg, 14",False,Calle Nieremberg,14,,,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1555,451000,7159,True,HouseType 1: Pisos,False,True,,,,False,False,True,,False,True,True,False,True,False,True,B,False,,,,,,
15547,6195,"Piso en venta en calle del Príncipe de Vergara, 215","Bernabéu-Hispanoamérica, Madrid",166.0,144.0,5,3.0,,"Calle del Principe de Vergara, 215",False,Calle del Principe de Vergara,215,5,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,2181,725000,4367,True,HouseType 1: Pisos,False,False,1970.0,,,False,True,True,True,False,False,False,False,False,False,False,B,False,,,False,True,False,False
15548,6194,"Piso en venta en pasaje San Martin de Valdeiglesias, 7","Prosperidad, Madrid",99.0,90.0,3,1.0,,"Pasaje San Martin de Valdeiglesias, 7",False,Pasaje San Martin de Valdeiglesias,7,4,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1132,274000,2768,True,HouseType 1: Pisos,False,False,1940.0,,,False,True,False,True,False,False,True,False,False,False,False,D,False,,,False,False,False,True
15549,6193,Ático en venta en calle Clara del Rey,"Prosperidad, Madrid",97.0,,2,1.0,,Calle Clara del Rey,True,Calle Clara del Rey,,9,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1779,549000,5660,True,HouseType 5: Áticos,False,False,,True,False,True,True,True,True,False,False,True,False,False,True,False,C,False,,,,,,
15550,6192,Piso en venta en avenida Pío XII,"Castilla, Madrid",180.0,158.0,4,3.0,,Avenida Pio XII,True,Avenida Pio XII,,7,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1781,549900,3055,True,HouseType 1: Pisos,False,False,1987.0,False,True,True,True,True,True,False,True,True,False,False,False,True,F,True,True,0.0,False,True,True,True
15551,6191,Dúplex en venta en pasaje de Doña Carlota,"Prosperidad, Madrid",75.0,66.0,2,2.0,,Pasaje de Doa Carlota,True,Pasaje de Doa Carlota,,2,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1330,353000,4707,True,HouseType 4: Dúplex,False,,1988.0,,,False,False,,,False,False,True,False,False,False,False,en trámite,False,,,,,,
15552,6190,Piso en venta en calle del Padre Xifré,"Prosperidad, Madrid",87.0,,4,2.0,,Calle del Padre Xifr,True,Calle del Padre Xifr,,4,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1358,365000,4195,True,HouseType 1: Pisos,True,False,,True,False,True,True,True,False,False,False,True,False,False,True,False,en trámite,False,,,,,,
15553,6189,Piso en venta en paseo de la Castellana,"Nueva España, Madrid",60.0,,2,1.0,,Paseo de la Castellana,True,Paseo de la Castellana,,8,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1467,412000,6867,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,False,True,False,False
15554,6188,Piso en venta en calle de Padre Damián,"Nueva España, Madrid",279.0,,4,4.0,,Calle de Padre Damin,True,Calle de Padre Damin,,9,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-8846,1695000,6075,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,False,True,False,False,False,False,en trámite,True,True,0.0,False,False,True,True
15555,6187,Piso en venta en calle de Francisco Silvela,"Prosperidad, Madrid",91.0,,3,1.0,,Calle de Francisco Silvela,True,Calle de Francisco Silvela,,7,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1485,420000,4615,True,HouseType 1: Pisos,True,False,1950.0,False,True,False,True,True,True,False,False,True,False,False,False,False,D,False,,,False,True,True,False
15556,6186,Piso en venta en paseo de la Castellana,"Castilla, Madrid",160.0,,4,3.0,,Paseo de la Castellana,True,Paseo de la Castellana,,1,False,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2012,650000,4062,True,HouseType 1: Pisos,False,False,,,,False,True,True,True,False,True,False,False,True,False,False,en trámite,True,False,45000.0,,,,
15557,6185,Piso en venta en Canillas,"Prosperidad, Madrid",95.0,,3,1.0,,Canillas,True,Canillas,,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1286,334900,3525,True,HouseType 1: Pisos,False,False,,False,True,False,False,True,True,False,False,False,False,False,True,False,en trámite,False,,,False,False,True,False
15558,6184,"Piso en venta en calle de Felipe Campos, 10","El Viso, Madrid",66.0,,1,1.0,,"Calle de Felipe Campos, 10",False,Calle de Felipe Campos,10,3,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1415,389500,5902,True,HouseType 1: Pisos,False,False,2010.0,False,True,True,True,True,True,False,True,False,False,False,False,False,E,True,False,33000.0,False,False,True,True
15560,6182,"Estudio en venta en calle Felipe Campos, 10","El Viso, Madrid",39.0,,0,1.0,,"Calle Felipe Campos, 10",False,Calle Felipe Campos,10,3,False,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1057,246500,6321,True,,False,False,2010.0,False,True,True,False,True,True,False,True,False,False,False,False,False,E,True,False,30000.0,True,False,False,True
15568,6174,"Piso en venta en calle Javier Ferrero, 1","Ciudad Jardín, Madrid",118.0,,3,2.0,,"Calle Javier Ferrero, 1",False,Calle Javier Ferrero,1,1,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,2402,840000,7119,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,False,False,False,False,False,en trámite,False,,,,,,
15569,6173,Piso en venta en calle del Corazón de María,"Prosperidad, Madrid",112.0,,3,2.0,,Calle del Corazn de Maria,True,Calle del Corazn de Maria,,1,False,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1598,470000,4196,True,HouseType 1: Pisos,True,False,1967.0,True,False,False,True,True,True,False,False,False,False,False,True,False,en trámite,True,True,0.0,False,False,False,True
15588,6154,Piso en venta en calle Profesor Waksman,"Bernabéu-Hispanoamérica, Madrid",210.0,,4,3.0,,Calle Profesor Waksman,True,Calle Profesor Waksman,,9,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,2165,1150000,5476,True,HouseType 1: Pisos,True,False,,True,False,False,True,True,True,False,False,True,True,True,False,False,en trámite,False,,,,,,
15589,6153,"Piso en venta en plaza de la República del Ecuador, 5","Bernabéu-Hispanoamérica, Madrid",51.0,45.0,1,1.0,,"Plaza de la Repblica del Ecuador, 5",False,Plaza de la Repblica del Ecuador,5,1,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1024,235000,4608,True,HouseType 1: Pisos,False,False,1964.0,,,True,False,True,False,False,False,True,False,False,False,False,E,False,,,True,False,False,False
15591,6151,Piso en venta en calle Principe de Vergara,"Ciudad Jardín, Madrid",111.0,,4,2.0,,Calle Principe de Vergara,True,Calle Principe de Vergara,,8,False,Neighborhood 27: Ciudad Jardín (4572.45 €/m2) - District 5: Chamartín,sale,1804,560000,5045,True,HouseType 1: Pisos,True,False,1971.0,True,False,False,True,True,True,False,False,True,False,False,False,False,D,False,,,False,False,True,False
15592,6150,Piso en venta en calle Menéndez Pidal,"Nueva España, Madrid",443.0,,7,4.0,,Calle Menndez Pidal,True,Calle Menndez Pidal,,3,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-85370,2410000,5440,True,HouseType 1: Pisos,True,False,1980.0,True,False,True,True,True,True,False,True,True,False,True,False,False,no indicado,True,True,0.0,,,,
15593,6149,Piso en venta en Padre Damián,"Nueva España, Madrid",256.0,222.0,4,3.0,,Padre Damin,True,Padre Damin,,2,False,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1265,1280000,5000,True,HouseType 1: Pisos,False,False,1970.0,True,False,True,True,True,True,False,False,True,False,True,True,True,E,True,True,0.0,False,True,True,True
15594,6148,Ático en venta en paseo de la Castellana,"Bernabéu-Hispanoamérica, Madrid",257.0,,3,4.0,,Paseo de la Castellana,True,Paseo de la Castellana,,1,False,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,-1755,1475000,5739,True,HouseType 5: Áticos,False,False,,True,False,True,True,True,True,False,False,True,False,False,False,False,G,True,True,0.0,False,False,False,True
